id,AvgScore,EVpct,EVCS,CSUhighest,LA_pct,COMP,NEW,Cluster,UTLACode,UTLAName
0,32.325,1.3882732856328752,24.36111111111111,21.782829955746312,0.0,74250.0,0.0,2,E06000006,Halton
1,18.942,1.4462230979906538,18.823529411764707,10.57730488732146,0.0,0.0,94650.0,1,E06000007,Warrington
2,36.013,1.0128794252799171,89.42857142857143,18.54072315784625,0.0,0.0,0.0,2,E06000008,Blackburn with Darwen
3,45.039,0.850798920937954,44.72727272727273,16.45573844284782,0.0,0.0,0.0,2,E06000009,Blackpool
4,40.564,0.6317197386696847,55.81818181818182,12.35512018774268,0.0,0.0,0.0,2,E06000010,"Kingston upon Hull, City of"
5,15.605,1.203731727649723,75.56666666666666,39.48163567725697,23.33333333333333,46874.0,0.0,1,E06000011,East Riding of Yorkshire
6,31.335,0.9045561283330322,34.26315789473684,11.31095847270427,0.0,0.0,0.0,2,E06000012,North East Lincolnshire
7,22.096,0.9863591019648722,73.33333333333333,26.33694280113803,0.0,0.0,66870.0,2,E06000013,North Lincolnshire
8,11.727,1.529473622714261,24.24074074074074,6.36177254822152,31.48148148148148,0.0,0.0,1,E06000014,York
9,26.323,2.372400756143667,35.857142857142854,9.08528362644689,6.493506493506493,0.0,0.0,2,E06000015,Derby
10,30.877,1.2791145394861354,28.823529411764707,8.95409661288267,41.1764705882353,0.0,95340.0,3,E06000016,Leicester
11,8.381,1.8845803117807984,28.933333333333334,22.57880912530713,13.333333333333334,0.0,0.0,1,E06000017,Rutland
12,34.891,1.2772494954262017,5.971830985915493,1.93750339185638,35.68075117370892,117477.41,0.0,2,E06000018,Nottingham
13,18.89,1.5019668613660746,38.093023255813954,13.50990638703303,23.25581395348837,0.0,0.0,1,E06000019,"Herefordshire, County of"
14,24.988,1.214255620253438,80.28571428571429,45.42195492350851,0.0,0.0,0.0,2,E06000020,Telford and Wrekin
15,34.504,0.9457432572008514,27.710526315789476,9.07700199302521,7.894736842105263,0.0,0.0,2,E06000021,Stoke-on-Trent
16,11.745,2.2179639663450947,35.964285714285715,22.4334305146226,10.714285714285714,0.0,0.0,1,E06000022,Bath and North East Somerset
17,26.363,1.4221905570931412,18.66906474820144,5.87372040757591,18.705035971223023,0.0,284000.0,2,E06000023,"Bristol, City of"
18,15.825,1.8381364425215712,51.27272727272727,20.14207462312854,2.272727272727273,0.0,0.0,1,E06000024,North Somerset
19,11.66,9.662985642814853,405.28333333333336,94.98944949329616,6.666666666666667,0.0,0.0,0,E06000025,South Gloucestershire
20,26.619,0.7142549433507086,8.373737373737374,3.9119688855685,27.27272727272728,0.0,338600.0,2,E06000026,Plymouth
21,28.104,1.0163232144176084,43.0,9.7141808787128,0.0,0.0,0.0,2,E06000027,Torbay
22,18.622,12.625826391305235,604.7647058823529,108.01686712019384,21.5686274509804,79636.0,0.0,0,E06000030,Swindon
23,27.821,13.196183332414098,725.030303030303,91.00546781952428,0.0,0.0,0.0,0,E06000031,Peterborough
24,25.908,0.9795457946291884,16.365384615384617,5.12213223910638,23.07692307692308,23336.0,0.0,2,E06000032,Luton
25,22.375,1.0547116215882426,53.375,10.92277820231954,25.0,0.0,0.0,1,E06000033,Southend-on-Sea
26,20.928,1.2842854073667376,48.90909090909091,12.71874329892399,4.545454545454546,0.0,0.0,1,E06000034,Thurrock
27,23.936,1.235309829059829,43.81578947368421,15.56812593465251,0.0,0.0,85420.0,2,E06000035,Medway
28,10.241,1.4455529885517366,41.48148148148148,11.397726057648171,0.0,0.0,98620.0,1,E06000036,Bracknell Forest
29,9.952,2.161705404798323,29.28985507246377,20.507544840637756,60.869565217391305,60328.04,0.0,3,E06000037,West Berkshire
30,19.619,1.4070214763880895,23.82051282051282,4.233139520558559,12.82051282051282,58072.28,0.0,1,E06000038,Reading
31,22.965,17.014707799518828,755.6052631578947,56.68610108868787,0.0,0.0,0.0,0,E06000039,Slough
32,8.376,13.575308399594254,488.0882352941176,224.21084655006624,0.0,0.0,89990.0,0,E06000040,Windsor and Maidenhead
33,5.846,2.3396622800063422,81.41379310344827,19.45646542597869,0.0,0.0,0.0,1,E06000041,Wokingham
34,17.98,10.535973723483814,100.88643533123027,14.65142791353118,40.063091482649845,0.0,865960.0,3,E06000042,Milton Keynes
35,20.761,1.6978109983982914,5.760869565217392,6.806222481470529,0.0,418630.0,144350.0,1,E06000043,Brighton and Hove
36,26.899,8.422897946821106,117.65384615384616,75.84708870170472,71.7948717948718,60698.0,229860.0,3,E06000044,Portsmouth
37,26.876,0.9360980245879024,14.092307692307692,3.79458828042035,64.61538461538461,0.0,0.0,3,E06000045,Southampton
38,23.294,1.2140127038248962,46.47368421052632,11.58870472521331,0.0,0.0,67500.0,2,E06000046,Isle of Wight
39,26.793,1.0187914968680838,12.053140096618357,6.9460792822353,14.492753623188406,0.0,450000.0,2,E06000047,County Durham
40,14.475,2.123173548107548,73.12307692307692,22.140341398282025,7.6923076923076925,3216.0,14970.0,1,E06000049,Cheshire East
41,18.083,1.4887339756142135,49.1551724137931,23.85972262544525,0.0,86676.0,0.0,1,E06000050,Cheshire West and Chester
42,17.153,1.2857696352465822,77.43333333333334,20.48537193284187,3.333333333333333,0.0,89390.0,1,E06000051,Shropshire
43,23.072,1.1424683277711176,21.900621118012424,6.39165967443273,1.2422360248447204,10396.0,21720.0,2,E06000052,Cornwall
44,13.447,5.1500025002867975,282.38709677419354,105.03117788996146,37.096774193548384,0.0,0.0,1,E06000054,Wiltshire
45,18.932,2.7757335434325245,46.46376811594203,19.77022971690326,44.927536231884055,96883.0,0.0,3,E06000055,Bedford
46,12.152,1.8605594806186747,84.27027027027027,28.10673759021688,10.81081081081081,0.0,0.0,1,E06000056,Central Bedfordshire
47,22.079,1.3957752765613505,10.663594470046084,4.9970929742427295,16.129032258064516,0.0,96620.0,1,E06000057,Northumberland
48,18.173,1.3312632634852786,43.29508196721312,6.326213162060471,0.0,0.0,0.0,1,E06000058,"Bournemouth, Christchurch and Poole"
49,15.735,1.4134102147562346,40.08860759493671,13.086856950950802,5.063291139240507,12777.0,125080.0,1,E06000059,Dorset
50,30.691,1.1088230635197212,31.818181818181817,22.0399562705624,0.0,0.0,0.0,2,E08000001,Bolton
51,23.682,1.6555683344769931,55.25806451612903,43.44619270355243,0.0,0.0,0.0,2,E08000002,Bury
52,40.005,1.0436335952907607,10.122093023255816,5.8377893702737405,0.0,0.0,0.0,2,E08000003,Manchester
53,33.155,0.9950353416358128,18.192307692307693,10.53310766430158,0.0,0.0,0.0,2,E08000004,Oldham
54,34.415,1.041988514686924,26.43243243243243,11.79391665001098,0.0,0.0,0.0,2,E08000005,Rochdale
55,34.21,1.0339431995991042,10.75531914893617,8.42370843244085,0.0,0.0,0.0,2,E08000006,Salford
